"Area","Year","Month","Labor Force","Employed","Unemployed","Area Rate","Massachusetts Rate"
"SUFFOLK COUNTY","2017","December","446455","433050","13405","3.0","3.4"
"SUFFOLK COUNTY","2017","Annual","444526","429084","15442","3.5","3.8"
"SUFFOLK COUNTY","2016","January","420477","403091","17386","4.1","4.9"
"SUFFOLK COUNTY","2016","February","422517","406141","16376","3.9","4.7"
"SUFFOLK COUNTY","2016","March","424928","408771","16157","3.8","4.5"
"SUFFOLK COUNTY","2016","April","424849","410007","14842","3.5","3.9"
"SUFFOLK COUNTY","2016","May","423404","407841","15563","3.7","3.9"
"SUFFOLK COUNTY","2016","June","430300","412439","17861","4.2","4.2"
"SUFFOLK COUNTY","2016","July","434138","416466","17672","4.1","4.2"
"SUFFOLK COUNTY","2016","August","433071","416904","16167","3.7","3.8"
"SUFFOLK COUNTY","2016","September","426163","410594","15569","3.7","3.8"
"SUFFOLK COUNTY","2016","October","428102","414003","14099","3.3","3.5"
"SUFFOLK COUNTY","2016","November","429216","416058","13158","3.1","3.3"
"SUFFOLK COUNTY","2016","December","429328","415996","13332","3.1","3.5"
"SUFFOLK COUNTY","2016","Annual","427208","411526","15682","3.7","4.0"
"SUFFOLK COUNTY","2015","January","419400","398314","21086","5.0","5.8"
"SUFFOLK COUNTY","2015","February","418785","399408","19377","4.6","5.5"
"SUFFOLK COUNTY","2015","March","419289","401191","18098","4.3","5.2"
"SUFFOLK COUNTY","2015","April","420127","402740","17387","4.1","4.6"
"SUFFOLK COUNTY","2015","May","421393","401714","19679","4.7","4.9"
"SUFFOLK COUNTY","2015","June","426328","405444","20884","4.9","5.0"
"SUFFOLK COUNTY","2015","July","426640","405718","20922","4.9","5.0"
"SUFFOLK COUNTY","2015","August","424315","405722","18593","4.4","4.5"
"SUFFOLK COUNTY","2015","September","414982","396930","18052","4.4","4.5"
"SUFFOLK COUNTY","2015","October","419642","402937","16705","4.0","4.2"
"SUFFOLK COUNTY","2015","November","420640","404678","15962","3.8","4.1"
"SUFFOLK COUNTY","2015","December","419732","404428","15304","3.6","4.1"
"SUFFOLK COUNTY","2015","Annual","420939","402435","18504","4.4","4.8"
"SUFFOLK COUNTY","2014","January","407406","384051","23355","5.7","6.7"
"SUFFOLK COUNTY","2014","February","409274","386563","22711","5.5","6.7"
"SUFFOLK COUNTY","2014","March","411616","389930","21686","5.3","6.4"
"SUFFOLK COUNTY","2014","April","409820","390114","19706","4.8","5.5"
"SUFFOLK COUNTY","2014","May","412717","390299","22418","5.4","5.7"
"SUFFOLK COUNTY","2014","June","419869","395718","24151","5.8","5.9"
"SUFFOLK COUNTY","2014","July","422775","397341","25434","6.0","6.1"
"SUFFOLK COUNTY","2014","August","420769","397249","23520","5.6","5.7"
"SUFFOLK COUNTY","2014","September","414313","392288","22025","5.3","5.5"
"SUFFOLK COUNTY","2014","October","419760","399356","20404","4.9","5.0"
"SUFFOLK COUNTY","2014","November","420989","401509","19480","4.6","4.9"
"SUFFOLK COUNTY","2014","December","418418","400329","18089","4.3","4.8"
"SUFFOLK COUNTY","2014","Annual","415644","393729","21915","5.3","5.7"
"SUFFOLK COUNTY","2013","January","404452","377682","26770","6.6","7.6"
"SUFFOLK COUNTY","2013","February","402688","378366","24322","6.0","7.2"
"SUFFOLK COUNTY","2013","March","403188","380062","23126","5.7","6.9"
"SUFFOLK COUNTY","2013","April","404413","381759","22654","5.6","6.3"
"SUFFOLK COUNTY","2013","May","406335","380722","25613","6.3","6.6"
"SUFFOLK COUNTY","2013","June","413502","384736","28766","7.0","7.1"
"SUFFOLK COUNTY","2013","July","414686","385979","28707","6.9","7.0"
"SUFFOLK COUNTY","2013","August","412938","386329","26609","6.4","6.5"
"SUFFOLK COUNTY","2013","September","406071","380583","25488","6.3","6.5"
"SUFFOLK COUNTY","2013","October","405834","381858","23976","5.9","6.2"
"SUFFOLK COUNTY","2013","November","407719","385636","22083","5.4","5.9"
"SUFFOLK COUNTY","2013","December","406081","384844","21237","5.2","5.9"
"SUFFOLK COUNTY","2013","Annual","407326","382380","24946","6.1","6.6"
"SUFFOLK COUNTY","2012","January","399678","373713","25965","6.5","7.4"
"SUFFOLK COUNTY","2012","February","400030","375335","24695","6.2","7.3"
"SUFFOLK COUNTY","2012","March","400877","377492","23385","5.8","6.9"
"SUFFOLK COUNTY","2012","April","400033","377421","22612","5.7","6.3"
"SUFFOLK COUNTY","2012","May","401243","376932","24311","6.1","6.5"
"SUFFOLK COUNTY","2012","June","408837","381347","27490","6.7","6.9"
"SUFFOLK COUNTY","2012","July","409740","381386","28354","6.9","7.1"
"SUFFOLK COUNTY","2012","August","408481","381960","26521","6.5","6.7"
"SUFFOLK COUNTY","2012","September","402555","377357","25198","6.3","6.5"
"SUFFOLK COUNTY","2012","October","406005","381760","24245","6.0","6.3"
"SUFFOLK COUNTY","2012","November","404806","381980","22826","5.6","6.1"
"SUFFOLK COUNTY","2012","December","403636","380599","23037","5.7","6.4"
"SUFFOLK COUNTY","2012","Annual","403827","378940","24887","6.2","6.7"
"SUFFOLK COUNTY","2011","January","394603","365985","28618","7.3","8.3"
"SUFFOLK COUNTY","2011","February","393518","366651","26867","6.8","8.0"
"SUFFOLK COUNTY","2011","March","394932","369646","25286","6.4","7.6"
"SUFFOLK COUNTY","2011","April","395305","370814","24491","6.2","7.0"
"SUFFOLK COUNTY","2011","May","394119","368463","25656","6.5","7.1"
"SUFFOLK COUNTY","2011","June","400132","371238","28894","7.2","7.5"
"SUFFOLK COUNTY","2011","July","402648","373306","29342","7.3","7.5"
"SUFFOLK COUNTY","2011","August","403930","376562","27368","6.8","7.0"
"SUFFOLK COUNTY","2011","September","397804","370583","27221","6.8","7.1"
"SUFFOLK COUNTY","2011","October","399635","374599","25036","6.3","6.6"
"SUFFOLK COUNTY","2011","November","399994","376460","23534","5.9","6.4"
"SUFFOLK COUNTY","2011","December","399557","376148","23409","5.9","6.5"
"SUFFOLK COUNTY","2011","Annual","398015","371705","26310","6.6","7.2"
"SUFFOLK COUNTY","2010","January","390539","358991","31548","8.1","9.3"
"SUFFOLK COUNTY","2010","February","390381","360343","30038","7.7","9.1"
"SUFFOLK COUNTY","2010","March","391911","363056","28855","7.4","8.7"
"SUFFOLK COUNTY","2010","April","392555","364723","27832","7.1","8.0"
"SUFFOLK COUNTY","2010","May","391609","363039","28570","7.3","7.9"
"SUFFOLK COUNTY","2010","June","397740","366641","31099","7.8","8.1"
"SUFFOLK COUNTY","2010","July","399327","367609","31718","7.9","8.1"
"SUFFOLK COUNTY","2010","August","398615","368844","29771","7.5","7.7"
"SUFFOLK COUNTY","2010","September","391765","362432","29333","7.5","7.8"
"SUFFOLK COUNTY","2010","October","393702","366027","27675","7.0","7.3"
"SUFFOLK COUNTY","2010","November","394765","367157","27608","7.0","7.5"
"SUFFOLK COUNTY","2010","December","393854","367416","26438","6.7","7.4"
"SUFFOLK COUNTY","2010","Annual","393897","364690","29207","7.4","8.1"
"SUFFOLK COUNTY","2009","January","373134","345949","27185","7.3","7.8"
"SUFFOLK COUNTY","2009","February","372010","345399","26611","7.2","8.1"
"SUFFOLK COUNTY","2009","March","371396","345867","25529","6.9","8.1"
"SUFFOLK COUNTY","2009","April","371566","346648","24918","6.7","7.5"
"SUFFOLK COUNTY","2009","May","371229","343847","27382","7.4","8.0"
"SUFFOLK COUNTY","2009","June","379529","347939","31590","8.3","8.4"
"SUFFOLK COUNTY","2009","July","380787","348961","31826","8.4","8.5"
"SUFFOLK COUNTY","2009","August","379360","348449","30911","8.1","8.2"
"SUFFOLK COUNTY","2009","September","372758","340827","31931","8.6","8.4"
"SUFFOLK COUNTY","2009","October","373800","343827","29973","8.0","8.1"
"SUFFOLK COUNTY","2009","November","375802","345898","29904","8.0","7.9"
"SUFFOLK COUNTY","2009","December","372989","343345","29644","7.9","8.2"
"SUFFOLK COUNTY","2009","Annual","374530","345580","28950","7.7","8.1"
"SUFFOLK COUNTY","2008","January","367850","349532","18318","5.0","5.2"
"SUFFOLK COUNTY","2008","February","366260","349242","17018","4.6","5.1"
"SUFFOLK COUNTY","2008","March","367205","350582","16623","4.5","4.9"
"SUFFOLK COUNTY","2008","April","366920","351230","15690","4.3","4.4"
"SUFFOLK COUNTY","2008","May","368158","349089","19069","5.2","4.9"
"SUFFOLK COUNTY","2008","June","376394","354105","22289","5.9","5.3"
"SUFFOLK COUNTY","2008","July","377619","355428","22191","5.9","5.5"
"SUFFOLK COUNTY","2008","August","376819","355335","21484","5.7","5.4"
"SUFFOLK COUNTY","2008","September","371592","348831","22761","6.1","5.5"
"SUFFOLK COUNTY","2008","October","374221","352622","21599","5.8","5.4"
"SUFFOLK COUNTY","2008","November","375284","352788","22496","6.0","5.7"
"SUFFOLK COUNTY","2008","December","373764","350697","23067","6.2","6.3"
"SUFFOLK COUNTY","2008","Annual","371840","351623","20217","5.4","5.3"
"SUFFOLK COUNTY","2007","January","362866","343582","19284","5.3","5.4"
"SUFFOLK COUNTY","2007","February","361377","343888","17489","4.8","5.1"
"SUFFOLK COUNTY","2007","March","361744","345935","15809","4.4","4.7"
"SUFFOLK COUNTY","2007","April","360597","345212","15385","4.3","4.3"
"SUFFOLK COUNTY","2007","May","360678","344110","16568","4.6","4.3"
"SUFFOLK COUNTY","2007","June","368223","349074","19149","5.2","4.6"
"SUFFOLK COUNTY","2007","July","369055","350860","18195","4.9","4.7"
"SUFFOLK COUNTY","2007","August","367199","350915","16284","4.4","4.3"
"SUFFOLK COUNTY","2007","September","362687","345668","17019","4.7","4.4"
"SUFFOLK COUNTY","2007","October","364371","349409","14962","4.1","4.0"
"SUFFOLK COUNTY","2007","November","367185","351754","15431","4.2","4.0"
"SUFFOLK COUNTY","2007","December","365423","349974","15449","4.2","4.3"
"SUFFOLK COUNTY","2007","Annual","364284","347532","16752","4.6","4.5"
"SUFFOLK COUNTY","2006","January","353279","334335","18944","5.4","5.3"
"SUFFOLK COUNTY","2006","February","353834","335094","18740","5.3","5.3"
"SUFFOLK COUNTY","2006","March","354244","336491","17753","5.0","5.0"
"SUFFOLK COUNTY","2006","April","353579","335561","18018","5.1","4.6"
"SUFFOLK COUNTY","2006","May","353958","335730","18228","5.1","4.6"
"SUFFOLK COUNTY","2006","June","362070","341615","20455","5.6","4.8"
"SUFFOLK COUNTY","2006","July","362889","342955","19934","5.5","5.0"
"SUFFOLK COUNTY","2006","August","362784","344077","18707","5.2","4.6"
"SUFFOLK COUNTY","2006","September","356708","337818","18890","5.3","4.7"
"SUFFOLK COUNTY","2006","October","359534","343102","16432","4.6","4.1"
"SUFFOLK COUNTY","2006","November","361786","344495","17291","4.8","4.3"
"SUFFOLK COUNTY","2006","December","360989","344506","16483","4.6","4.3"
"SUFFOLK COUNTY","2006","Annual","357971","339648","18323","5.1","4.7"
"SUFFOLK COUNTY","2005","January","329910","311224","18686","5.7","5.5"
"SUFFOLK COUNTY","2005","February","329794","311715","18079","5.5","5.5"
"SUFFOLK COUNTY","2005","March","330014","312871","17143","5.2","5.1"
"SUFFOLK COUNTY","2005","April","329187","312703","16484","5.0","4.6"
"SUFFOLK COUNTY","2005","May","328902","312026","16876","5.1","4.7"
"SUFFOLK COUNTY","2005","June","335218","315809","19409","5.8","4.9"
"SUFFOLK COUNTY","2005","July","336411","317515","18896","5.6","4.9"
"SUFFOLK COUNTY","2005","August","335854","318555","17299","5.2","4.5"
"SUFFOLK COUNTY","2005","September","330160","311474","18686","5.7","4.8"
"SUFFOLK COUNTY","2005","October","332768","315945","16823","5.1","4.3"
"SUFFOLK COUNTY","2005","November","333993","316418","17575","5.3","4.5"
"SUFFOLK COUNTY","2005","December","332777","316211","16566","5.0","4.5"
"SUFFOLK COUNTY","2005","Annual","332082","314372","17710","5.3","4.8"
"SUFFOLK COUNTY","2004","January","338631","316852","21779","6.4","6.1"
"SUFFOLK COUNTY","2004","February","337279","317385","19894","5.9","5.8"
"SUFFOLK COUNTY","2004","March","337090","317347","19743","5.9","5.7"
"SUFFOLK COUNTY","2004","April","335238","316814","18424","5.5","5.0"
"SUFFOLK COUNTY","2004","May","334134","315074","19060","5.7","5.0"
"SUFFOLK COUNTY","2004","June","340533","319094","21439","6.3","5.4"
"SUFFOLK COUNTY","2004","July","341584","320668","20916","6.1","5.3"
"SUFFOLK COUNTY","2004","August","339801","320546","19255","5.7","4.8"
"SUFFOLK COUNTY","2004","September","332808","313968","18840","5.7","4.8"
"SUFFOLK COUNTY","2004","October","334833","317910","16923","5.1","4.4"
"SUFFOLK COUNTY","2004","November","336349","319534","16815","5.0","4.5"
"SUFFOLK COUNTY","2004","December","335169","318771","16398","4.9","4.5"
"SUFFOLK COUNTY","2004","Annual","336954","317830","19124","5.7","5.1"
"SUFFOLK COUNTY","2003","January","346845","323762","23083","6.7","6.3"
"SUFFOLK COUNTY","2003","February","345820","323883","21937","6.3","6.1"
"SUFFOLK COUNTY","2003","March","346396","324435","21961","6.3","6.0"
"SUFFOLK COUNTY","2003","April","345614","324188","21426","6.2","5.5"
"SUFFOLK COUNTY","2003","May","343945","321580","22365","6.5","5.7"
"SUFFOLK COUNTY","2003","June","350317","324991","25326","7.2","6.2"
"SUFFOLK COUNTY","2003","July","349011","324473","24538","7.0","6.0"
"SUFFOLK COUNTY","2003","August","347949","324251","23698","6.8","5.6"
"SUFFOLK COUNTY","2003","September","341854","318753","23101","6.8","5.7"
"SUFFOLK COUNTY","2003","October","343471","322805","20666","6.0","5.2"
"SUFFOLK COUNTY","2003","November","344937","324582","20355","5.9","5.2"
"SUFFOLK COUNTY","2003","December","343336","324048","19288","5.6","5.1"
"SUFFOLK COUNTY","2003","Annual","345791","323479","22312","6.5","5.7"
"SUFFOLK COUNTY","2002","January","349550","328986","20564","5.9","5.6"
"SUFFOLK COUNTY","2002","February","351093","331431","19662","5.6","5.4"
"SUFFOLK COUNTY","2002","March","351841","331718","20123","5.7","5.4"
"SUFFOLK COUNTY","2002","April","350775","330793","19982","5.7","5.0"
"SUFFOLK COUNTY","2002","May","350056","329850","20206","5.8","4.9"
"SUFFOLK COUNTY","2002","June","355819","333099","22720","6.4","5.4"
"SUFFOLK COUNTY","2002","July","356367","333759","22608","6.3","5.4"
"SUFFOLK COUNTY","2002","August","356191","334600","21591","6.1","5.1"
"SUFFOLK COUNTY","2002","September","351220","329254","21966","6.3","5.2"
"SUFFOLK COUNTY","2002","October","352331","332379","19952","5.7","4.9"
"SUFFOLK COUNTY","2002","November","352894","332277","20617","5.8","5.1"
"SUFFOLK COUNTY","2002","December","351996","331437","20559","5.8","5.3"
"SUFFOLK COUNTY","2002","Annual","352511","331632","20879","5.9","5.2"
"SUFFOLK COUNTY","2001","January","349758","336671","13087","3.7","3.7"
"SUFFOLK COUNTY","2001","February","350180","337720","12460","3.6","3.5"
"SUFFOLK COUNTY","2001","March","352187","339164","13023","3.7","3.6"
"SUFFOLK COUNTY","2001","April","349387","337262","12125","3.5","3.2"
"SUFFOLK COUNTY","2001","May","348512","335561","12951","3.7","3.3"
"SUFFOLK COUNTY","2001","June","354475","338921","15554","4.4","3.8"
"SUFFOLK COUNTY","2001","July","356532","340623","15909","4.5","3.9"
"SUFFOLK COUNTY","2001","August","354572","339006","15566","4.4","3.9"
"SUFFOLK COUNTY","2001","September","349440","333199","16241","4.6","4.0"
"SUFFOLK COUNTY","2001","October","351757","336120","15637","4.4","4.0"
"SUFFOLK COUNTY","2001","November","353043","336803","16240","4.6","4.2"
"SUFFOLK COUNTY","2001","December","353651","336640","17011","4.8","4.4"
"SUFFOLK COUNTY","2001","Annual","351958","337308","14650","4.2","3.8"
"WORCESTER COUNTY","2020","January","450641","433640","17001","3.8","3.5"
"WORCESTER COUNTY","2020","February","450386","434383","16003","3.6","3.3"
"WORCESTER COUNTY","2020","March","444872","428118","16754","3.8","3.6"
"WORCESTER COUNTY","2020","April","407030","340600","66430","16.3","16.7"
"WORCESTER COUNTY","2020","May","431748","366933","64815","15.0","15.6"
"WORCESTER COUNTY","2020","June","447111","384086","63025","14.1","14.5"
"WORCESTER COUNTY","2020","July","447370","389763","57607","12.9","13.0"
"WORCESTER COUNTY","2020","August","446914","401223","45691","10.2","10.3"
"WORCESTER COUNTY","2020","September","442275","399642","42633","9.6","9.8"
"WORCESTER COUNTY","2020","October","445804","409887","35917","8.1","8.1"
"WORCESTER COUNTY","2020","November","445775","411854","33921","7.6","7.6"
"WORCESTER COUNTY","2020","December","445415","412164","33251","7.5","7.4"
"WORCESTER COUNTY","2020","Annual","442111","401024","41087","9.3","9.4"
"WORCESTER COUNTY","2019","January","453637","434548","19089","4.2","4.0"
"WORCESTER COUNTY","2019","February","454421","436688","17733","3.9","3.6"
"WORCESTER COUNTY","2019","March","453629","436968","16661","3.7","3.4"
"WORCESTER COUNTY","2019","April","450356","436851","13505","3.0","2.8"
"WORCESTER COUNTY","2019","May","449659","435468","14191","3.2","2.9"
"WORCESTER COUNTY","2019","June","453218","437504","15714","3.5","3.2"
"WORCESTER COUNTY","2019","July","451195","434731","16464","3.6","3.3"
"WORCESTER COUNTY","2019","August","450439","435555","14884","3.3","3.0"
"WORCESTER COUNTY","2019","September","446740","433015","13725","3.1","2.8"
"WORCESTER COUNTY","2019","October","449690","437128","12562","2.8","2.6"
"WORCESTER COUNTY","2019","November","450848","438603","12245","2.7","2.5"
"WORCESTER COUNTY","2019","December","450896","437918","12978","2.9","2.6"
"WORCESTER COUNTY","2019","Annual","451227","436248","14979","3.3","3.1"
"WORCESTER COUNTY","2018","January","446047","426334","19713","4.4","4.3"
"WORCESTER COUNTY","2018","February","450175","430675","19500","4.3","4.2"
"WORCESTER COUNTY","2018","March","451472","433401","18071","4.0","3.8"
"WORCESTER COUNTY","2018","April","450138","434340","15798","3.5","3.3"
"WORCESTER COUNTY","2018","May","451162","435512","15650","3.5","3.3"
"WORCESTER COUNTY","2018","June","455156","437013","18143","4.0","3.7"
"WORCESTER COUNTY","2018","July","453410","435340","18070","4.0","3.7"
"WORCESTER COUNTY","2018","August","451036","434678","16358","3.6","3.3"
"WORCESTER COUNTY","2018","September","449285","434061","15224","3.4","3.2"
"WORCESTER COUNTY","2018","October","451598","437704","13894","3.1","2.9"
"WORCESTER COUNTY","2018","November","453742","440592","13150","2.9","2.8"
"WORCESTER COUNTY","2018","December","454523","439965","14558","3.2","3.0"
"WORCESTER COUNTY","2018","Annual","451479","434968","16511","3.7","3.4"
"WORCESTER COUNTY","2017","January","439167","418580","20587","4.7","4.5"
"WORCESTER COUNTY","2017","February","440737","420619","20118","4.6","4.4"
"WORCESTER COUNTY","2017","March","443293","424611","18682","4.2","4.0"
"WORCESTER COUNTY","2017","April","440694","423929","16765","3.8","3.6"
"WORCESTER COUNTY","2017","May","440027","422791","17236","3.9","3.7"
"WORCESTER COUNTY","2017","June","444407","425674","18733","4.2","4.0"
"WORCESTER COUNTY","2017","July","443923","424256","19667","4.4","4.1"
"WORCESTER COUNTY","2017","August","443152","424972","18180","4.1","3.8"
"WORCESTER COUNTY","2017","September","441597","424612","16985","3.8","3.7"
